"number","title","pageid","namespace","length","touched","Wikidata"
"1862","Suomen_ralli_2006","1500771","","4318","20231214073111","Q4606850"
"1863","Djupuddsklacken","1500957","","2357","20200921035858","Q24348259"
"1864","Minnesholmen","1500958","","2663","20200921040825","Q24344396"
"1865","Halsholmen","1500963","","2860","20200921040514","Q24344398"
"1866","Moisöfjärden","1501141","","1975","20210506164212","Q24344365"
"1867","Suomen_ralli_2000","1501198","","6678","20240818014513","Q2785760"
"1868","Suomen_ralli_2001","1501200","","6761","20240821063735","Q2335867"
"1869","Suomen_ralli_2002","1501208","","4843","20240214083858","Q2466584"
"1870","Suomen_ralli_2003","1501213","","6410","20231228195441","Q2094711"
"1871","Lauri_Nummenmaa","1501220","","4949","20250123074912","Q51950322"
"1872","Suomen_ralli_2004","1501225","","5206","20231214070329","Q1488730"
"1873","Östergrundet","1501233","","2337","20220726172432","Q24515192"
"1874","Suomen_ralli_2005","1501236","","6681","20231228194451","Q4604798"
"1875","Kirstin_koulu","1501259","","1733","20240522125019","Q65237699"
"1876","Suomen_ralli_2009","1501407","","6108","20231208211906","Q2655643"
"1877","Espoon_rautatietunneli","1501691","","1990","20241112131943","Q65231379"
"1878","Suomen_ralli_2010","1501713","","6559","20231227144221","Q1038267"
"1879","Suomen_ralli_2011","1501722","","7242","20231214111915","Q1040313"
"1880","Suomen_ralli_2012","1501723","","5774","20231213172041","Q18719"
"1881","Suomenlahdentie","1501854","","2040","20220720023618","Q65244943"
"1882","Staffan_(saari)","1502833","","2907","20220719091907","Q24419993"
"1883","Vargen","1502834","","3301","20240122162427","Q24419974"
"1884","Suomen_ralli_1998","1502941","","5933","20231227150351","Q6361508"
"1885","Suomen_ralli_1999","1502943","","5930","20231213103622","Q6361512"
"1886","Nokia_3.1","1503351","","3196","20210429135014","Q55625356"
"1887","Nokia_7.1","1503356","","2890","20210919204502","Q59154308"
"1888","Nokia_5.1","1503414","","2780","20231125113314","Q55625357"
"1889","Järvenperän_koulu","1503568","","2347","20250116201835","Q57400925"
"1890","Hansakallion_koulu","1503569","","1858","20231219083444","Q65233839"
"1891","Getholm","1503570","","2043","20200921040436","Q24560489"
"1892","Nöykkiönlaakson_koulu","1503597","","1400","20250204211441","Q57339805"
"1893","Nokia_2.1","1503611","","2437","20241019015107","Q59154195"
"1894","Nokia_2626","1503613","","1731","20200526143651","Q1650826"
"1895","Vanttilan_koulu","1503789","","1700","20240522133433","Q65246203"
"1896","Mustakorvenkallio","1506694","","1523","20241112235109","Q65240672"
"1897","Eija_Ventola","1506856","","9031","20240201082034","Q55376100"
"1898","Blominmäen_jätevedenpuhdistamo","1507851","","6823","20240129070114","Q63130657"
"1899","Inka_Hopsu","1508527","","8608","20250307011924","Q28778269"
"1900","Tiina_Elo","1508619","","6371","20241128225807","Q28791337"
"1901","Noora_Koponen","1509288","","10336","20240603182956","Q29892780"
"1902","Kirsi_Virrantaus","1510194","","5623","20241002000156","Q63257000"
"1903","Sanna_Syri","1510615","","6196","20250212075008","Q63313776"
"1904","Hele_Savin","1510627","","6985","20250228162215","Q60411529"
"1905","Liisa_Haarla","1510788","","5563","20250227024519","Q63341745"
"1906","Sirkka-Liisa_Jämsä-Jounela","1510853","","6955","20250227065317","Q63343818"
"1907","Heli_Jantunen","1511080","","8242","20250227063713","Q62716374"
"1908","Camilla_Hollanti","1511149","","6313","20230301081528","Q63348661"
"1909","Karin_Krokfors","1511577","","1189","20240930234518","Q63391525"
"1910","Mervi_Paulasto-Kröckel","1511579","","3652","20221019234522","Q63384934"
"1911","Pirkko_Oittinen","1511616","","3486","20221024124707","Q63391057"
"1912","Kutukari","1512239","","1956","20220816115914","Q24515181"
"1913","Richard_Stigell","1512579","","4496","20240227200521","Q65243834"
"1914","Ville_Pulkki","1513394","","7390","20250320011602","Q59683328"
"1915","Saarijärvi_(Espoo)","1513716","","4315","20240111081234","Q24313821"
"1916","Sahajärvi_(Espoo)","1513721","","2588","20240111110213","Q29365805"
"1917","Toivo_Ilmari_Sorjonen","1513767","","2251","20240225175650","Q30228025"
"1918","Munkholmarna","1514142","","2642","20231124103124","Q24419987"
"1919","Bodökobben","1514145","","2840","20220728213902","Q24340292"
"1920","Timo_Kuosmanen","1514369","","6591","20250312073316","Q30074957"
"1921","Erkki_Somersalo","1514515","","4750","20230707064513","Q63865092"
"1922","Siikajärvi_(Espoo_ja_Kirkkonummi)","1514652","","4442","20230701105453","Q24312482"
"1923","Marko_Huhtanen","1514749","","4583","20230622023247","Q65240084"
"1924","Startuplifers","1515155","","6123","20241008205355","Q64152558"
"1925","Valmet_1102","1515193","","1547","20240415052138","Q65038209"
"1926","Kattilajärvi_(Espoo)","1516061","","2503","20231224182916","Q64157299"
"1927","Aalto_Ventures_Program","1517101","","5599","20250322161949","Q65228934"
"1928","Keilaniemen_tunneli","1517246","","2626","20231224222433","Q64414646"
"1929","Vääräjärvi_(Espoo)","1518446","","2729","20200922092051","Q64578603"
"1930","Myllyjärvi_(Espoo,_Velskola)","1518458","","2622","20241205054531","Q64578673"
"1931","Myllyjärvi_(Espoo,_Lahnus)","1518467","","2968","20241202184509","Q64578757"
"1932","Kolmperä_(Espoon_järvi)","1518533","","3682","20231225180930","Q64587038"
"1933","Kolmperä_(Espoon_Nuuksion_järvi)","1518535","","2256","20200922092636","Q64587110"
"1934","Dämman","1518537","","2114","20240716200427","Q24344283"
"1935","Luukinjärvi","1518764","","4489","20230320210430","Q29365600"
"1936","Lilla_Pentala","1518766","","2384","20220819021222","Q24344370"
"1937","Kvarnträsk","1519084","","2482","20220816134626","Q24344284"
"1938","Kimmo_Alkio","1519473","","1493","20221013221129","Q65237564"
"1939","Nokia_3.1_Plus","1520550","","2449","20200608161842","Q59154288"
"1940","Nokia_8.1","1520552","","2558","20240310082006","Q64828693"
"1941","Nokia_5120","1520586","","1901","20200526143924","Q12249285"
"1942","Halujärvi","1520788","","3006","20231219043617","Q24344286"
"1943","Svartbäckträsket","1520793","","2040","20200924053523","Q24344285"
"1944","Nupurinjärvi","1521518","","6153","20240104151232","Q64932473"
"1945","Lilla_Herrö","1521520","","3366","20220819021207","Q24344422"
"1946","Latokasken_koulu","1521788","","966","20250415165853","Q65238861"
"1947","Laurinlahden_koulu","1521790","","2191","20250407211358","Q65238898"
"1948","Stensvikin_tiilitehdas","1521860","","2451","20230308134125","Q65013277"
"1949","Sitowise","1522687","","29971","20250422151402","Q97206778"
"1950","Markku_Peltoniemi_(professori)","1522995","","2019","20250404065409","Q70335945"
"1951","Metso_(yritys)","1523566","","38514","20241220102343","Q97206558"
"1952","Kantokasken_koulu","1523664","","1018","20250415162211","Q57339526"
"1953","Meritorin_koulu","1523666","","1006","20240522131706","Q57339796"
"1954","Pakankylän_koulu","1523669","","1159","20250204175135","Q57345541"
"1955","Juhani_Salovaara","1523788","","2978","20231117225347","Q70336229"
"1956","Matinkartanonsilta","1523792","","2630","20250330130908","Q97206530"
"1957","Nöykkiön_koulu","1523871","","2031","20250401191800","Q57400479"
"1958","Juhani_Pitkäranta","1524014","","2975","20241201182921","Q66712717"
"1959","Soukanpohjan_kartano","1524790","","4122","20241018134120","Q97206794"
"1960","Iso_Majaslampi","1527300","","2315","20200922092132","Q66055515"
"1961","Nokia_2.2","1527422","","2302","20200328100832","Q68281732"
"1962","Aalto_Media_Lab","1527533","","2894","20250219101738","Q6805502"
"1963","Pieni_Majaslampi","1527765","","2393","20200922092207","Q66124372"
"1964","Pöksynhaara","1527768","","3035","20240108004003","Q66124411"
"1965","Suomen_ralli_2019","1527831","","5449","20231212135726","Q65091171"
"1966","Runkolinja_200","1528581","","3634","20250126184819","Q97341471"
"1967","Suolikas","1528605","","3912","20240908175123","Q66142012"
"1968","Orajärvi_(Espoo)","1528843","","3808","20240125210957","Q50360179"
"1969","Ruuhijärvi_(Espoo_ja_Vihti)","1528844","","3282","20231021105532","Q29365814"
"1970","Karjakaivo","1528990","","3561","20231224125607","Q66310368"
"1971","Meerlampi","1529133","","3178","20240102013155","Q66317308"
"1972","Nokia_5.1_Plus","1529203","","2289","20200608162040","Q55694209"
"1973","Nokia_6.1_Plus","1529204","","2229","20200328102148","Q55696293"
"1974","Valklampi_(Espoo)","1529278","","3143","20220723235830","Q66361140"
"1975","Runkolinja_500","1529525","","2711","20250218103353","Q97341472"
"1976","Runkolinja_510","1529536","","4097","20250126185026","Q97341473"
"1977","Haukkalampi_(Espoo)","1529566","","2436","20200922075917","Q66385522"
"1978","Mustalampi_(Espoo,_Nuuksio)","1529571","","2896","20240103073345","Q66385575"
"1979","Tuhkuri_(Espoo)","1529634","","2584","20240121000847","Q66423372"
"1980","Kolmoislammi_(itäinen)","1529768","","4199","20221014065608","Q66435850"
"1981","Hakjärvi","1530448","","3357","20231110045824","Q66586804"
"1982","Espoon_Islamilainen_Yhdyskunta_Suomessa","1530734","","2293","20240216235027","Q97341333"
"1983","Buguholm","1531401","","2494","20220729054635","Q24515160"
"1984","Pitkäsaari","1531403","","1878","20190824075749","Q24340320"
"1985","Brändholm","1531405","","1813","20190826180519","Q24340319"
"1986","Mylly-Majalampi","1531615","","3184","20221021031400","Q66741667"
"1987","Röda_kon","1532053","","2330","20240111021205","Q24344432"
"1988","Kaitalampi_(Espoo)","1532056","","4054","20231224000941","Q66793696"
"1989","Halkolampi","1532059","","2761","20230930223915","Q66793717"
"1990","Matasaaren_kappeli","1532407","","1856","20230630104813","Q66826820"
"1991","Ahvilampi","1533365","","1976","20200921071800","Q67084118"
"1992","Heinäslampi","1533371","","3181","20231219163923","Q67084434"
"1993","Sorlampi","1533373","","2878","20231203161244","Q67084844"
"1994","Vuohilampi_(Espoo)","1533584","","2688","20220725093459","Q67130255"
"1995","Hynkänlampi","1533586","","3869","20240614161001","Q67130273"
"1996","Hepolampi_(Espoo,_Röylä)","1533857","","2066","20220728175241","Q67169231"
"1997","Hepolampi_(Espoo,_Lahnus)","1533862","","2027","20200922090828","Q67170093"
"1998","Häkläjärvi","1533864","","3886","20231220144545","Q67170312"
"1999","Käärlampi","1533867","","3882","20220816180911","Q67170476"
"2000","Nokia_2720_Flip","1533899","","2357","20250204181040","Q67173030"
"2001","Nokia_800_Tough","1533900","","2591","20220814172217","Q67173056"
"2002","Nokia_6.2","1533901","","3138","20231125114930","Q67173149"
"2003","Nokia_7.2","1533902","","2939","20230725104300","Q67173008"
"2004","Nokia_2720_fold","1533925","","1380","20190907153105","Q12071948"
"2005","Nokia_3710_fold","1533930","","1825","20220812082807","Q6458406"
"2006","Nokia_220_4G","1534073","","1912","20200111062754","Q97204243"
"2007","Paloheinäntunneli","1534130","","2721","20250126184610","Q67454689"
"2008","Tapio_Lokki","1534163","","9132","20250227164042","Q43122420"
"2009","Hauklampi_(Espoo,_Nuuksio)","1534268","","2353","20200922080047","Q67201099"
"2010","Hauklampi_(Espoo,_Velskola)","1534270","","2404","20200922092342","Q67201123"
"2011","Kivilampi_(Espoo)","1534277","","3285","20231117004235","Q67201183"
"2012","Pitkänen_(Espoo)","1534282","","3921","20220326061642","Q67201360"
"2013","Vähä_Majalampi","1534293","","3164","20220725112618","Q67201445"
"2014","Väärä-Musta","1534301","","2388","20220725131405","Q67201523"
"2015","Väärälampi_(Espoo)","1534583","","2094","20200922063509","Q67212773"
"2016","Mustalampi_(Espoo,_Lakisto)","1534585","","2960","20240103073343","Q67213844"
"2017","Kurkijärvi_(Espoo)","1534587","","3533","20230830100430","Q24368449"
"2018","Korpilampi_(Espoo)","1534592","","4042","20200922090937","Q67216839"
"2019","Oralampi","1534636","","3048","20240105054620","Q67245827"
"2020","Laihalampi_(Espoo)","1534639","","3254","20220817132616","Q67250479"
"2021","Igelträsk","1534643","","2008","20220312115805","Q67253340"
"2022","Iso_Romlampi","1534926","","3073","20231112113804","Q67398154"
"2023","Metsälampi_(Espoo)","1534932","","2965","20200922095614","Q67399089"
"2024","Kakarlampi_(Espoo)","1534936","","3607","20231224004440","Q67400546"
"2025","Valkialampi_(Espoo)","1534941","","2259","20200922080116","Q67401425"
"2026","Bockträsk_(Espoo)","1535384","","2875","20220728213202","Q67621572"
"2027","Södra_Kytökäringen","1535974","","3226","20220720135313","Q24340300"
"2028","Norra_Kytökäringen","1535977","","3171","20231125163247","Q24340301"
"2029","Häränsilmä_(Espoo)","1536210","","2819","20231111174301","Q68156174"
"2030","Kalatoin","1536909","","2827","20250327154641","Q68762766"
"2031","Suomenojan_jätevedenpuhdistuslaitos","1537020","","2974","20240118054527","Q97205363"
"2032","Lullampi","1537279","","2418","20220821115848","Q69106250"
"2033","Fröknarna","1537614","","3087","20231218031851","Q24515143"
"2034","Suuris","1538055","","1737","20240123085001","Q69751995"
"2035","Mankinjoki","1538059","","2986","20240703183741","Q24344309"
"2036","Vähä_Romlampi","1538550","","2967","20220725112712","Q70111796"
"2037","Meeri_Saarsalmi","1539232","","2867","20240227200248","Q85851310"
"2038","Kalvholmsklackarna","1543078","","2472","20191105171811","Q24515168"
"2039","Själakobben","1543083","","1658","20191105171205","Q24515173"
"2040","Vesa_Välimäki","1543300","","6158","20220724160659","Q29259619"
"2041","Algrundet","1543348","","2021","20191105164304","Q24515178"
"2042","Rönnbusken","1543351","","2138","20191105170949","Q24515179"
"2043","Stora_Blindsund","1543356","","2067","20191105172230","Q24515158"
"2044","Lilla_Blindsund","1543358","","2904","20220324182328","Q24515157"
"2045","Muulo","1543792","","2478","20240830171420","Q74013213"
"2046","Runkolinja_300","1543822","","5095","20250126184920","Q97205053"
"2047","Runkolinja_400","1543823","","4926","20250126185148","Q97205068"
"2048","Alholmen","1545890","","1963","20191120170940","Q24560488"
"2049","Valacken","1545891","","2444","20241113093047","Q24419992"
"2050","Tobakspungen","1545893","","2654","20220722033754","Q24419980"
"2051","Zhipei_Sun","1546138","","4945","20240728081807","Q57390775"
"2052","Mustalampi_(Espoo,_Röylä)","1549045","","2397","20220312115844","Q77453414"
"2053","Björnträsk","1549048","","2178","20220728190047","Q77455062"
"2054","Iso_Sikalampi","1549444","","2613","20200922080139","Q77842834"
"2055","Pikku_Sikalampi","1549450","","2621","20200922080157","Q77844169"
"2056","Käkilampi","1551001","","3297","20220817194440","Q79046298"
"2057","Pikku_Orajärvi","1551003","","2440","20200922080230","Q79046880"
"2058","Leppäluoto","1551508","","1611","20200923041904","Q24340269"
"2059","Pohjantie_(Espoo)","1553124","","1622","20221026144647","Q80693499"
"2060","Sultingsträsk","1553884","","2538","20200922080316","Q81319960"
"2061","Lintulampi_(Espoo)","1554603","","2432","20200922080331","Q81832050"
"2062","Ari_Ekroos","1555491","","6296","20250227001524","Q81646731"
"2063","Malmilampi","1555625","","3236","20200922080339","Q83010312"
"2064","Pikku_Sorlampi","1555628","","3129","20220326022759","Q83013950"
"2065","Oittaan_kartano","1556778","","4597","20240104194730","Q97340998"
"2066","Tere_Sammallahti","1556942","","11892","20250428140004","Q85993193"
"2067","Tommi_Uitto","1557040","","5152","20250328214027","Q83786014"
"2068","Helinä_Rautavaaran_museo","1558033","","4851","20250301050029","Q22341323"
"2069","Keski-Espoon_uimahalli","1558447","","961","20240614133558","Q97340958"
"2070","Valmet_1100","1564791","","1551","20200311162740","Q92205839"
"2071","Mäkkylän_mustalaisleiri","1565212","","7477","20250410190252","Q97198988"
"2072","Villa_Frosterus","1565511","","2567","20250317141751","Q97200071"
"2073","Nokia_5310_(2020)","1566391","","2477","20250204185312","Q90764450"
"2074","Nokia_8.3_5G","1566395","","3208","20240310082010","Q90269287"
"2075","Nokia_1.3","1566397","","2715","20221127161231","Q90761601"
"2076","Nokia_5.3","1566398","","3221","20221127165426","Q89441763"
"2077","Elokuvataiteen_ja_lavastustaiteen_laitos","1566868","","1652","20241211035528","Q97197353"
"2078","Matinkylän_jäähalli","1568388","","483","20240314144443","Q97198843"
"2079","Braleva","1569488","","2373","20230508121158","Q97197273"
"2080","Fleet_Innovation","1569594","","4989","20240708193319","Q97197467"
"2081","Espoon_keskuspaloasema","1570822","","3233","20250204194634","Q90494524"
"2082","Anna_Gyldenär","1571640","","2625","20240227200918","Q91312251"
"2083","Espoon_nähtävyydet","1572581","","13968","20250329202746","Q97197392"
"2084","Kauklahden_kappeli","1574206","","6010","20250328092257","Q93228043"
"2085","Paskalampi_(Espoo)","1574986","","1782","20200921072149","Q93878191"
"2086","Kauklahden_koulu","1575729","","10199","20250227124813","Q94507285"
"2087","Kellonummen_kappeli","1576028","","3660","20240822215020","Q93972326"
"2088","Mutalampi_(Espoo)","1576079","","1945","20200922080347","Q93876137"
"2089","Lintulaakson_koulu","1578399","","3403","20240522125149","Q57345821"
"2090","Lintumetsän_koulu","1578540","","5104","20220819042841","Q57401002"
"2091","Leppävaaran_terveysasema","1578541","","3411","20250326093212","Q95343397"
"2092","Lintuvaaran_koulu","1578728","","4085","20220819042941","Q57345876"
"2093","Veli-Antti_Savolainen","1579710","","4512","20230919215423","Q95799162"
"2094","Kai_Öistämö","1580586","","2277","20220411181002","Q97190784"
"2095","Helsinki_Folk_Festival","1581639","","5038","20241009114615","Q96186694"
"2096","Karakallion_ostoskeskus","1581830","","990","20241029050314","Q97190851"
"2097","Kosti_Kurkela","1582155","","2812","20250227144106","Q97191062"
"2098","Maanmittarikilta","1582553","","5135","20241216200724","Q97191550"
"2099","Viljo_Immonen_(professori)","1583884","","2082","20250421112628","Q96678281"
"2100","Arvo_Relander","1585390","","2040","20241113035554","Q97189485"
"2101","Tirrevet","1586369","","2933","20240120110922","Q24515195"
"2102","Vire_(moottori)","1586670","","1963","20250228203257","Q97576034"
"2103","Kavallinmäki","1586810","","1117","20240718031929","Q97634022"
"2104","M/T_Nunnalahti","1587577","","2258","20211109051615","Q97753015"
"2105","M/T_Enskeri","1587938","","2517","20250406104709","Q97848484"
"2106","M/T_Palva_(1964)","1587948","","3139","20230808203829","Q97848237"
"2107","Stora_Grötholmen","1588837","","2304","20220719132258","Q24515193"
"2108","Lilla_Grötholmen","1588840","","2269","20220819021158","Q24515194"
"2109","Bullen","1588844","","3222","20220729060306","Q24515199"
"2110","Leppävaaran_paloasema","1595814","","519","20210707125245","Q111904891"
"2111","Niittykummun_paloasema","1595820","","2294","20241104180120","Q111904892"
"2112","Kunnarlantie","1596018","","2987","20220816075913","Q107472414"
"2113","Åminnen_kartano_(Espoo)","1599264","","3311","20250309184004","Q99852281"
"2114","Villa_Dalkulla","1599268","","2554","20250317022746","Q99853230"
"2115","Fat_Lizard_Brewing_Company","1600174","","14353","20250405013826","Q100256275"
"2116","Gerkin_kartano","1600175","","3090","20241112141440","Q100208344"
"2117","Margretebergin_kartano","1600178","","2927","20241112224212","Q100214427"
"2118","Veikko_Sjöblom_(teollisuusneuvos)","1600671","","5502","20241126232333","Q100784937"
"2119","Villa_Larsvik","1600725","","2575","20250308215610","Q100292089"
"2120","Villa_Korsnäs","1600805","","1959","20250308215544","Q100308080"
"2121","Karhusaaren_huvila","1600811","","7358","20241112175528","Q100309406"
"2122","Råbäck","1600822","","2440","20241113043557","Q100310474"
"2123","Villa_Fridhem","1601345","","2901","20250308204649","Q100427856"
"2124","Hovgård","1601347","","2707","20241112154621","Q100429085"
"2125","Villa_Carlstedt","1601350","","3017","20250308215943","Q100430081"
"2126","Erkulla","1601572","","2626","20241112131601","Q100531549"
"2127","Punjon_kartano","1601573","","2204","20241113031112","Q100532248"
"2128","Juvan_kartano_(Espoo)","1601840","","3202","20241112171220","Q100604509"
"2129","Villa_Stakeudd","1601841","","2214","20250308215731","Q100604542"
"2130","Villa_Dalby","1601846","","2897","20250308215955","Q100604691"
"2131","Klampen","1601958","","1872","20241112185215","Q100695040"
"2132","Villa_Bergvik","1601963","","1843","20250308215806","Q100695324"
"2133","Villa_Granholmen","1601969","","2187","20250317141915","Q100695911"
"2134","Villa_Åkerblom","1601983","","2901","20250308215838","Q100696418"
"2135","Ylänne_(Espoo)","1601994","","2468","20250308215826","Q100697018"
"2136","Kungsgårdsskolan","1602002","","3800","20220816071150","Q100697744"
"2137","Lilla_Bodö","1602158","","2420","20241112210258","Q24348255"
"2138","Tallholm","1602164","","4270","20241113072534","Q24344363"
"2139","Villa_Tallholmen","1602175","","2399","20250308215918","Q100707578"
"2140","Villa_Breidablick","1602399","","2893","20250308215815","Q100723144"
"2141","Velskolan_kartano","1602405","","2810","20250410161518","Q100723946"
"2142","Leppävaaran_kartano","1603183","","3171","20241112205141","Q100941360"
"2143","Bolarskogin_kartano","1603191","","3257","20241112112107","Q100942910"
"2144","Lilla_Ådholmen","1603197","","3049","20250204194541","Q24340313"
"2145","Villa_Vestanvik","1603208","","2433","20250308215904","Q100945929"
"2146","Otaniemen_kirjasto","1603319","","2371","20231017112358","Q77562915"
"2147","Karl_Oskar_Fontell","1603561","","2858","20250204194614","Q100997944"
"2148","Villa_Zilliacus","1603780","","2607","20250308215848","Q101010967"
"2149","Villa_Solkulla","1603782","","2680","20250308215714","Q101011487"
"2150","Haukilahden_kirjasto","1603953","","3646","20231219130140","Q77562809"
"2151","Bembölen_koulu","1604243","","3398","20231024123357","Q101094571"
"2152","Moisö","1604254","","3580","20250204194727","Q24344364"
"2153","Finnon_kartano","1604485","","3477","20241112134420","Q101124493"
"2154","Urbergan_kartano","1605123","","2755","20241113091316","Q101252292"
"2155","Bembölen_kahvitupa","1605135","","3648","20241112110326","Q101252465"
"2156","Luukin_kartano","1605143","","1315","20250204194844","Q101254248"
"2157","Auroran_koulu","1605479","","3757","20240522124544","Q57339828"
"2158","Björkbacka","1605511","","2552","20250308204606","Q101439298"
"2159","Villa_Marjaranta","1605515","","2920","20250308215628","Q101439352"
"2160","Holken","1605519","","3081","20241112153806","Q101439456"
"2161","Nokkalan_Majakka","1606055","","3266","20240315042937","Q101567389"
"2162","Toppelund","1606076","","2912","20241113082027","Q101569133"
"2163","Espoon_liikenne","1606174","","13610","20240610183013","Q101604569"
"2164","Frisans","1606416","","4073","20241112135923","Q101958066"
"2165","Villa_Eka","1606893","","3448","20250308220007","Q102076860"
"2166","Peter_Liljeroth","1607076","","4026","20250227162440","Q56761049"
"2167","Dalsvikin_kartano","1607273","","4593","20241112121834","Q102156138"
"2168","Rosavilla","1607641","","3016","20241113041842","Q102243991"
"2169","Matinkylän_kartano","1607897","","4579","20240101195001","Q102287893"
"2170","Paven_(Pentala)","1607919","","2676","20241113015531","Q102290103"
"2171","Storängens_skola","1608453","","2827","20241024130758","Q102382899"
"2172","Brudholmen","1608536","","2363","20201129171724","Q24344401"
"2173","Metarklippan","1608949","","2333","20201129180930","Q24515198"
"2174","Saunalahden_lastentalo","1609544","","3716","20240115210459","Q103710738"
"2175","Inre_Notgrundet","1609631","","1814","20250311191337","Q24515197"
"2176","Notgrundet","1609635","","2204","20201203175649","Q68781644"
"2177","Vattukobben","1609640","","2080","20201203182416","Q24515165"
"2178","Vettakobben","1609642","","2161","20201203182321","Q24515164"
"2179","Otnäsin_kartano","1609645","","4196","20230323163957","Q103805382"
"2180","Järvenpään_voimalaitos","1613736","","1766","20240831114353","Q116926948"
"2181","Eero_Hyvönen_(tietojenkäsittelytieteilijä)","1615147","","5368","20230307195807","Q56331940"
"2182","Nokia_2.4","1618348","","2934","20230731020010","Q104803350"
"2183","Nokia_3.4","1618552","","2790","20210114051708","Q104815630"
"2184","Kino_Sheryl","1620148","","7820","20240813213401","Q116927296"
"2185","Samarian_terveysasema","1621051","","4076","20240614133446","Q116926957"
"2186","Tapiolan_terveysasema","1621167","","3142","20230608090142","Q116926958"
"2187","Peppi_Seppälä","1621220","","8236","20240602175939","Q106323790"
"2188","Runkolinja_570","1621818","","9867","20250126185224","Q108301485"
"2189","Majholmen","1621941","","2378","20210131182057","Q24560491"
"2190","Kaparkobben","1621943","","1742","20210131183944","Q24344415"
"2191","Herrökobben","1621945","","1906","20210131184643","Q24344417"
"2192","Erkon_Pokaali","1622649","","7395","20240315074847","Q124429163"
"2193","Knekten","1623906","","2533","20240809213606","Q24515174"
"2194","Långholmen_(Espoo)","1623907","","2990","20240809213538","Q24340284"
"2195","Rönnkobben","1623909","","2266","20210212173554","Q24340285"
"2196","Viherlaakson_kirjasto","1624936","","3723","20250112094041","Q77562969"
"2197","Kalajärven_kirjasto","1624966","","2725","20231115124357","Q77562825"
"2198","Laaksolahden_kirjasto","1624969","","3751","20230821031107","Q77562870"
"2199","Suurpellon_kirjasto","1625537","","4683","20230821030605","Q77562954"
"2200","Nokia_Sans","1625542","","1615","20211116195032","Q105635769"
"2201","Yleisurheilun_sisäratojen_Suomen-mestaruuskilpailut_1970","1625823","","4006","20240315075422","Q126370496"
"2202","Karhusuon_kirjasto","1626084","","4248","20240614133508","Q77562838"
"2203","Ison_Omenan_kirjasto","1626149","","3301","20231112120802","Q77562820"
"2204","Laajalahden_kirjasto","1626333","","5713","20240614133510","Q77562866"
"2205","Kauklahden_kirjasto","1626473","","2803","20231006104436","Q77562839"
"2206","Saunalahden_kirjasto","1626703","","4158","20240906062737","Q77562945"
"2207","Nöykkiön_kirjasto","1626873","","2923","20231016205710","Q77562913"
"2208","Pikkulaivan_kirjasto","1626897","","4211","20231018221024","Q77562923"
"2209","Soukan_kirjasto","1627058","","5003","20230820185725","Q77562948"
"2210","Taitoluistelun_Euroopan-mestaruuskilpailut_2023","1628890","","897","20240315075241","Q105976315"
"2211","Ari_Lehtoranta","1629035","","1983","20250416155437","Q106323669"
"2212","Valmetin_vanha_pääkonttori","1630745","","3722","20240822135851","Q106231547"
"2213","Ison_Omenan_terveysasema","1630818","","3915","20230608090339","Q116926998"
"2214","Kalajärven_terveysasema","1630955","","4237","20250207234100","Q116927000"
"2215","Noora_Fagerström","1634656","","6788","20240907080838","Q106634962"
"2216","Iso-Antias","1635018","","3083","20210419180009","Q106562522"
"2217","Syvä-Antias","1635025","","2693","20210419181320","Q106562713"
"2218","Levo-Antias","1635027","","2713","20210419182256","Q106562879"
"2219","Akustiikan_laboratorio","1636199","","7172","20240326121014",""
"2220","Nokia_6300_4G","1636378","","2283","20250204203604","Q106641990"
"2221","Nokia_8000_4G","1636379","","2289","20210430163310","Q106645275"
"2222","Julholmsklackarna","1636731","","2596","20240809214504","Q24515175"
"2223","Lilla_Julholm","1636733","","2619","20240809214546","Q24515176"
"2224","Nokia_5.4","1637348","","3206","20210502113030","Q106341773"
"2225","Kornholmen","1638001","","1614","20210506164312","Q24419985"
"2226","Björkholmen_(Soukka)","1638002","","2484","20220728185300","Q106729568"
"2227","Hönsholm","1638006","","1953","20210506165750","Q24419984"
"2228","Björkholmen_(Suvisaaristo)","1638007","","2513","20220728185304","Q106729598"
"2229","Espoon_oikeustalo","1640676","","5848","20241031105819","Q106947184"
"2230","Linholm","1641096","","2305","20210525171231","Q24340317"
"2231","Ådholms_Långgrund","1641098","","2748","20210525172651","Q24340279"
"2232","Korkeakupu","1641100","","2707","20210525173314","Q24348257"
"2233","Villa_Pentry","1641483","","2596","20250308215642","Q107011805"
"2234","Kaisa_Hietala","1641871","","5688","20240213122514","Q107048667"
"2235","Angry_Birds_Evolution","1642434","","1741","20240813174257","Q33133284"
"2236","Nokia_X10","1644678","","4147","20230720195419","Q107301503"
"2237","Nokia_X20","1644731","","3888","20230720170441","Q107303886"
"2238","Nokia_G10","1644954","","3270","20221022024343","Q107323690"
"2239","Nokia_G20","1645124","","3080","20220525172605","Q107335048"
"2240","Juvanmalmi","1645723","","492","20211006141027","Q108122750"
"2241","Nils-Erik_Fagerholm","1646662","","1524","20220521182044","Q109826733"
"2242","Ruuhilampi_(Vihti)","1647293","","3150","20210713083712","Q107505557"
"2243","Ramsösundin_maaduntalahtikorpi","1648436","","2716","20210723080002","Q107619286"
"2244","Saarilampi_(Vihti)","1649858","","2484","20210802082325","Q107751440"
"2245","Nokia_XR20","1649862","","3369","20210802083704","Q107751489"
